Station,ISO_Timestamp,Excel_Timestamp,Temperature (F),Dew Point (F),Wind Direction (°),Wind Speed (km/h),Barometric Pressure (Pa),Visibility (m),Humidity (%),maxTemperatureLast24Hours (%),minTemperatureLast24Hours (%),precipitationLastHour (%),windChill (%),heatIndex (%),Cloud Layers,Text Description,Time Created
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T15:55:00+00:00,46139.663194444445,61.7,44.78,20,12.96,102410,16090,53.78249328145,,,,,,CLR at Nonem,Clear,2026-05-03T16:57:07.106373+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T15:35:00+00:00,46139.649305555555,60.26,44.96,30,14.76,102370,16090,56.986918166228,,,,,,SCT at 910m,Partly Cloudy,2026-05-03T16:57:07.106389+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T15:15:00+00:00,46139.635416666664,60.62,45.5,40,16.56,102370,16090,57.427987069489,,,,,,SCT at 850m,Partly Cloudy,2026-05-03T16:57:07.106404+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T14:55:00+00:00,46139.62152777778,59.18,44.6,20,14.76,102370,16090,58.41717786666,,,,,,BKN at 850m,Mostly Cloudy,2026-05-03T16:57:07.106420+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T14:35:00+00:00,46139.60763888889,57.56,44.6,30,12.96,102410,16090,61.909096339319,,,,,,OVC at 790m,Cloudy,2026-05-03T16:57:07.106435+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T14:15:00+00:00,46139.59375,55.4,44.06,40,14.76,102440,16090,65.570915418821,,,,,,OVC at 730m,Cloudy,2026-05-03T16:57:07.106450+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T13:55:00+00:00,46139.57986111111,55.04,44.42,50,9.36,102440,16090,67.352218104679,,,,,,,,2026-05-03T16:57:07.106465+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T13:35:00+00:00,46139.56597222222,53.6,43.7,40,11.16,102440,16090,69.06052120003,,,,,,,,2026-05-03T16:57:07.106492+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T13:15:00+00:00,46139.552083333336,53.24,43.16,30,12.96,102440,16090,68.54584034593,,,,,,,,2026-05-03T16:57:07.106509+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T12:55:00+00:00,46139.538194444445,52.879999999999995,43.34,40,16.56,102440,16090,69.937195801987,,,,,,OVC at 730m,Cloudy,2026-05-03T16:57:07.106524+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T12:35:00+00:00,46139.524305555555,52.52,43.7,50,12.96,102440,16090,71.850642504658,,,,,,OVC at 730m,Cloudy,2026-05-03T16:57:07.106540+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T12:15:00+00:00,46139.510416666664,51.98,43.34,50,9.36,102410,16090,72.290575511842,,,,,,OVC at 730m,Cloudy,2026-05-03T16:57:07.106556+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T11:55:00+00:00,46139.49652777778,51.44,43.16,20,14.76,102410,16090,73.238497620288,,,,,,OVC at 730m,Cloudy,2026-05-03T16:57:07.106571+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T11:35:00+00:00,46139.48263888889,51.08,42.8,40,7.56,102410,16090,73.202187627119,,,,,,OVC at 730m,Cloudy,2026-05-03T16:57:07.106586+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T11:15:00+00:00,46139.46875,50.9,42.620000000000005,40,11.16,102370,16090,73.184006867889,,,,,,OVC at 730m,Cloudy,2026-05-03T16:57:07.106602+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T10:55:00+00:00,46139.45486111111,50.9,42.8,50,12.96,102370,16090,73.691418598826,,,,,,,,2026-05-03T16:57:07.106617+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T10:35:00+00:00,46139.44097222222,50.9,42.260000000000005,50,12.96,102340,16090,72.178437910796,,,,,,,,2026-05-03T16:57:07.106632+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T10:15:00+00:00,46139.427083333336,51.08,43.16,50,11.16,102300,16090,74.219547622524,,,,,,,,2026-05-03T16:57:07.106647+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T09:55:00+00:00,46139.413194444445,51.08,42.8,40,11.16,102270,16090,73.202187627119,,,,,,,,2026-05-03T16:57:07.106662+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T09:35:00+00:00,46139.399305555555,50.9,42.8,60,14.76,102270,16090,73.691418598826,,,,,,,,2026-05-03T16:57:07.106677+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T09:15:00+00:00,46139.385416666664,51.26,42.44,50,14.76,102270,16090,71.718236957441,,,,,,OVC at 730m,Cloudy,2026-05-03T16:57:07.106691+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T08:55:00+00:00,46139.37152777778,51.44,42.08,50,18.36,102240,16090,70.263174649896,,,,,,OVC at 790m,Cloudy,2026-05-03T16:57:07.106707+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T08:35:00+00:00,46139.35763888889,51.8,42.260000000000005,60,14.76,102200,16090,69.817769278974,,,,,,OVC at 790m,Cloudy,2026-05-03T16:57:07.106722+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T08:15:00+00:00,46139.34375,51.98,42.260000000000005,60,16.56,102200,16090,69.356071509587,,,,,,OVC at 790m,Cloudy,2026-05-03T16:57:07.106738+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T07:55:00+00:00,46139.32986111111,52.34,42.8,50,12.96,102170,16090,69.877563804682,,,,,,,,2026-05-03T16:57:07.106753+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T07:35:00+00:00,46139.31597222222,52.7,43.16,30,16.56,102170,16090,69.91733649652,,,,,,,,2026-05-03T16:57:07.106768+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T07:15:00+00:00,46139.302083333336,53.06,43.7,40,20.52,102170,16090,70.440126204134,,,,,,OVC at 790m,Cloudy,2026-05-03T16:57:07.106783+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T06:55:00+00:00,46139.288194444445,53.42,43.879999999999995,50,18.36,102170,16090,69.996665784626,,,,,,OVC at 790m,Cloudy,2026-05-03T16:57:07.106798+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T06:35:00+00:00,46139.274305555555,53.78,44.6,50,12.96,102130,16090,71.003318492186,,,,,,,,2026-05-03T16:57:07.106813+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T06:15:00+00:00,46139.260416666664,53.24,44.6,60,14.76,102170,16090,72.420610941741,,,,,,BKN at 790m,Mostly Cloudy,2026-05-03T16:57:07.106828+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T05:55:00+00:00,46139.24652777778,53.06,44.78,60,9.36,102170,16090,73.401046268217,,,,,,CLR at Nonem,Clear,2026-05-03T16:57:07.106844+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T05:35:00+00:00,46139.23263888889,53.78,45.68,60,22.32,102170,16090,73.97575594036,,,,,,CLR at Nonem,Clear,2026-05-03T16:57:07.106859+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T05:15:00+00:00,46139.21875,53.96,46.76,60,12.96,102100,16090,76.552329660874,,,,,,CLR at Nonem,Clear,2026-05-03T16:57:07.106874+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T04:35:00+00:00,46139.19097222222,55.4,47.66,70,12.96,102100,16090,75.143609048694,,,,,,,,2026-05-03T16:57:07.106889+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T04:15:00+00:00,46139.177083333336,55.94,48.2,50,12.96,102070,16090,75.19428725692,,,,,,,,2026-05-03T16:57:07.106903+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T03:55:00+00:00,46139.163194444445,56.66,48.74,50,11.16,102030,16090,74.757230463004,,,,,,CLR at Nonem,Clear,2026-05-03T16:57:07.106918+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T03:35:00+00:00,46139.149305555555,57.379999999999995,49.1,60,9.36,102000,16090,73.82782755457,,,,,,,,2026-05-03T16:57:07.106933+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T03:15:00+00:00,46139.135416666664,58.1,50.0,60,16.56,101970,16090,74.394260699619,,,,,,,,2026-05-03T16:57:07.106949+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T02:55:00+00:00,46139.12152777778,58.82,50.36,50,7.56,101970,16090,73.475734440703,,,,,,BKN at 1340m,Mostly Cloudy,2026-05-03T16:57:07.106964+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T02:35:00+00:00,46139.10763888889,58.64,50.54,40,7.56,101930,16090,74.445909681891,,,,,,SCT at 1430m,Partly Cloudy,2026-05-03T16:57:07.106979+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T02:15:00+00:00,46139.09375,59.72,50.54,60,11.16,101930,16090,71.629210105037,,,,,,SCT at 1430m,Partly Cloudy,2026-05-03T16:57:07.106994+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T01:55:00+00:00,46139.07986111111,60.62,50.54,60,9.36,101900,16090,69.373013675047,,,,,,BKN at 1370m,Mostly Cloudy,2026-05-03T16:57:07.107009+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T01:35:00+00:00,46139.06597222222,61.16,50.9,60,14.76,101860,16090,68.97140965467,,,,,,,,2026-05-03T16:57:07.107024+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T01:15:00+00:00,46139.052083333336,61.88,51.620000000000005,50,9.36,101830,16090,69.051223916767,,,,,,,,2026-05-03T16:57:07.107039+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T00:55:00+00:00,46139.038194444445,63.32,51.98,40,14.76,101800,16090,66.516216159477,,,,,,,,2026-05-03T16:57:07.107054+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T00:35:00+00:00,46139.024305555555,64.22,52.16,80,12.96,101730,16090,64.881309659223,,,,,,OVC at 1430m,Cloudy,2026-05-03T16:57:07.107069+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-27T00:15:00+00:00,46139.010416666664,64.75999999999999,52.7,60,9.36,101690,16090,64.946618594146,,,,,,OVC at 1430m,Cloudy,2026-05-03T16:57:07.107085+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T23:55:00+00:00,46138.99652777778,65.48,52.7,80,11.16,101660,16090,63.338761356738,,,,,,OVC at 1430m,Cloudy,2026-05-03T16:57:07.107101+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T23:35:00+00:00,46138.98263888889,66.2,52.7,60,14.76,101660,16090,61.775436835209,,,,,,BKN at 1490m,Mostly Cloudy,2026-05-03T16:57:07.107130+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T23:15:00+00:00,46138.96875,66.74000000000001,53.24,80,11.16,101630,16090,61.844489720152,,,,,,CLR at Nonem,Clear,2026-05-03T16:57:07.107147+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T22:55:00+00:00,46138.95486111111,68.0,53.6,60,14.76,101590,16090,60.000416407888,,,,,,CLR at Nonem,Clear,2026-05-03T16:57:07.107162+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T22:35:00+00:00,46138.94097222222,68.9,53.78,90,16.56,101520,16090,58.559187605743,,,,,,CLR at Nonem,Clear,2026-05-03T16:57:07.107178+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T22:15:00+00:00,46138.927083333336,71.06,54.14,60,16.56,101520,16090,55.120025735919,,,,,21.364800671993333,CLR at Nonem,Clear,2026-05-03T16:57:07.107193+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T21:55:00+00:00,46138.913194444445,71.96,54.68,80,14.76,101490,16090,54.527155258428,,,,,21.89932016508111,CLR at Nonem,Clear,2026-05-03T16:57:07.107210+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T21:35:00+00:00,46138.899305555555,71.78,53.78,70,14.76,101490,16090,53.088080892733,,,,,21.75174433442111,SCT at 1220m,Partly Cloudy,2026-05-03T16:57:07.107226+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T21:15:00+00:00,46138.885416666664,71.78,55.04,60,18.36,101460,16090,55.583641487451,,,,,21.816906194394445,SCT at 1220m; SCT at 1520m,Partly Cloudy,2026-05-03T16:57:07.107243+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T20:55:00+00:00,46138.87152777778,71.6,54.5,80,16.56,101460,16090,54.834981382305,,,,,21.687357847204446,SCT at 1220m; SCT at 1520m,Partly Cloudy,2026-05-03T16:57:07.107260+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T20:35:00+00:00,46138.85763888889,72.86,54.5,80,12.96,101420,16090,52.549475161659,,,,,22.397680740332223,CLR at Nonem,Clear,2026-05-03T16:57:07.107277+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T20:15:00+00:00,46138.84375,73.04,55.04,60,11.16,101420,16090,53.268639384947,,,,,22.52645891727389,SCT at 1070m,Partly Cloudy,2026-05-03T16:57:07.107293+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T19:55:00+00:00,46138.82986111111,72.86,55.76,40,18.36,101420,16090,55.011822183355,,,,,22.46197535701,SCT at 1070m; SCT at 1250m,Partly Cloudy,2026-05-03T16:57:07.107310+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T19:35:00+00:00,46138.81597222222,73.75999999999999,56.84,80,12.96,101420,16090,55.496957445089,,,,,23.024642777732776,,,2026-05-03T16:57:07.107327+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T19:15:00+00:00,46138.802083333336,73.04,56.120000000000005,70,12.96,101420,11270,55.396827117099,,,,,22.582028263613335,,,2026-05-03T16:57:07.107343+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T18:55:00+00:00,46138.788194444445,72.5,56.66,50,20.52,101460,16090,57.526481509682,,,,,22.307635906086112,CLR at Nonem,Clear,2026-05-03T16:57:07.107360+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T18:35:00+00:00,46138.774305555555,71.96,56.66,40,16.56,101460,16090,58.585723024924,,,,,22.00529387898389,,,2026-05-03T16:57:07.107376+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T18:15:00+00:00,46138.760416666664,70.88,57.2,60,16.56,101460,16090,61.965604509957,,,,,21.43354633998222,,,2026-05-03T16:57:07.107391+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T17:55:00+00:00,46138.74652777778,69.62,57.56,50,16.56,101460,16090,65.527153564878,,,,,,BKN at 790m; BKN at 1010m,Mostly Cloudy,2026-05-03T16:57:07.107408+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T17:35:00+00:00,46138.73263888889,71.6,58.82,70,18.36,101490,16090,64.09062804138,,,,,21.929033065525,,,2026-05-03T16:57:07.107423+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T17:15:00+00:00,46138.71875,71.96,57.56,70,14.76,101490,16090,60.516791725245,,,,,22.05571622838111,,,2026-05-03T16:57:07.107439+00:00
"Lincolnton, Lincolnton-Lincoln County Regional Airport",2026-04-26T16:55:00+00:00,46138.70486111111,70.34,58.1,60,16.56,101490,16090,65.189848024724,,,,,21.187734920645557,,,2026-05-03T16:57:07.107455+00:00
